Date,Open,High,Low,Close,Volume,Adj Close
2001-02-20 00:00:00-05:00,0.342633992433548,0.3470979928970337,0.3247770071029663,0.327008992433548,314893600,0.2743488550186157
2001-02-21 00:00:00-05:00,0.32589301466941833,0.3560270071029663,0.32589301466941833,0.3370540142059326,390258400,0.2827763259410858
2001-02-22 00:00:00-05:00,0.3404020071029663,0.34598198533058167,0.3214290142059326,0.3359380066394806,431961600,0.28184011578559875
2001-02-23 00:00:00-05:00,0.3325890004634857,0.3370540142059326,0.32589301466941833,0.3359380066394806,293865600,0.28184011578559875
2001-02-26 00:00:00-05:00,0.3404020071029663,0.3515630066394806,0.3314729928970337,0.3482140004634857,206438400,0.29213911294937134
2001-02-27 00:00:00-05:00,0.3443079888820648,0.3470979928970337,0.33370500802993774,0.34598198533058167,348516000,0.2902664840221405
2001-02-28 00:00:00-05:00,0.34598198533058167,0.3470979928970337,0.3236609995365143,0.32589301466941833,508233600,0.2734126150608063
2001-03-01 00:00:00-05:00,0.31808000802993774,0.3348209857940674,0.30691999197006226,0.3348209857940674,330461600,0.2809028923511505
2001-03-02 00:00:00-05:00,0.327008992433548,0.36495500802993774,0.32589301466941833,0.34375,406201600,0.28839394450187683
2001-03-05 00:00:00-05:00,0.34598198533058167,0.3660709857940674,0.34375,0.3638390004634857,324172800,0.30524787306785583
2001-03-06 00:00:00-05:00,0.36997801065444946,0.3939729928970337,0.36941999197006226,0.3839290142059326,731802400,0.32210275530815125
2001-03-07 00:00:00-05:00,0.38058000802993774,0.3861609995365143,0.3705359995365143,0.3794640004634857,419540800,0.3183567225933075
2001-03-08 00:00:00-05:00,0.36941999197006226,0.37723198533058167,0.36495500802993774,0.3716520071029663,204859200,0.3118027448654175
2001-03-09 00:00:00-05:00,0.3683040142059326,0.36941999197006226,0.35714301466941833,0.36160698533058167,299135200,0.30337536334991455
2001-03-12 00:00:00-05:00,0.3515630066394806,0.3549109995365143,0.3236609995365143,0.3325890004634857,391020000,0.27903035283088684
2001-03-13 00:00:00-05:00,0.3370540142059326,0.34933000802993774,0.3247770071029663,0.34933000802993774,443329600,0.29307541251182556
2001-03-14 00:00:00-05:00,0.33035698533058167,0.3660709857940674,0.329241007566452,0.36495500802993774,477775200,0.30618417263031006
2001-03-15 00:00:00-05:00,0.37276801466941833,0.3816959857940674,0.3515630066394806,0.3515630066394806,529317600,0.2949487268924713
